id,age,sex,story_id,test_type,story,mist,sit,Factors
61,22,Nő,17,baq,Néha valamit meg kell tanulnom.,1,1,PlanningError
61,22,Nő,18,baq,Néha ruhát vásárolok.,4,1,Dropped
61,22,Nő,19,baq,Néha vitatkozom emberekkel.,NA,0,Dropped
61,22,Nő,20,baq,Néha találkozom új emberekkel.,NA,0,Dropped
61,22,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
61,22,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
61,22,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
61,22,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,NA,0,Dropped
61,22,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
61,22,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,2,1,Dropped
61,22,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,NA,0,Inattention
62,21,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
62,21,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
62,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
62,21,Nő,4,baq,Néha hivatalos ügyet intézek.,NA,0,Inattention
62,21,Nő,5,baq,Néha sétálok.,1,1,Inattention
62,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
62,21,Nő,7,baq,Néha vezetek.,1,1,Dropped
62,21,Nő,8,baq,Néha időre oda kell érnem valahova.,5,1,Dropped
62,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
62,21,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
62,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
62,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
62,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
62,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
62,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
62,21,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
62,21,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
62,21,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
62,21,Nő,19,baq,Néha vitatkozom emberekkel.,3,1,Dropped
62,21,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
62,21,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
62,21,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
62,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
62,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,NA,0,Dropped
62,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
62,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,NA,0,Dropped
62,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
63,20,Férfi,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
63,20,Férfi,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
63,20,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
63,20,Férfi,4,baq,Néha hivatalos ügyet intézek.,NA,0,Inattention
63,20,Férfi,5,baq,Néha sétálok.,1,1,Inattention
63,20,Férfi,6,baq,Néha értéktárgyak vannak nálam.,NA,0,Dropped
63,20,Férfi,7,baq,Néha vezetek.,1,1,Dropped
63,20,Férfi,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
63,20,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
63,20,Férfi,10,baq,Néha sok feladatom van.,5,1,PlanningError
63,20,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,1,Dropped
63,20,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,NA,0,Dropped
63,20,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
63,20,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
63,20,Férfi,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
63,20,Férfi,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
63,20,Férfi,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
63,20,Férfi,18,baq,Néha ruhát vásárolok.,NA,0,Dropped
63,20,Férfi,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
63,20,Férfi,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
63,20,Férfi,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
63,20,Férfi,22,baq,Néha főzök vagy sütök valamit.,NA,0,Dropped
63,20,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
63,20,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
63,20,Férfi,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
63,20,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
63,20,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
64,24,Férfi,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
64,24,Férfi,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
64,24,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
64,24,Férfi,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
64,24,Férfi,5,baq,Néha sétálok.,1,1,Inattention
64,24,Férfi,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
64,24,Férfi,7,baq,Néha vezetek.,NA,0,Dropped
64,24,Férfi,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
64,24,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
64,24,Férfi,10,baq,Néha sok feladatom van.,4,1,PlanningError
64,24,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
64,24,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
64,24,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
64,24,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
64,24,Férfi,15,baq,Általában időre kell befizetnem számlákat.,3,1,Dropped
64,24,Férfi,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
64,24,Férfi,17,baq,Néha valamit meg kell tanulnom.,1,1,PlanningError
64,24,Férfi,18,baq,Néha ruhát vásárolok.,2,1,Dropped
64,24,Férfi,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
64,24,Férfi,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
64,24,Férfi,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
64,24,Férfi,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
64,24,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
64,24,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
64,24,Férfi,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
64,24,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
64,24,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
65,22,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
65,22,Nő,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
65,22,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,4,1,PlanningError
65,22,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
65,22,Nő,5,baq,Néha sétálok.,1,1,Inattention
65,22,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
65,22,Nő,7,baq,Néha vezetek.,NA,0,Dropped
65,22,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
65,22,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
65,22,Nő,10,baq,Néha sok feladatom van.,5,1,PlanningError
65,22,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,5,1,Dropped
65,22,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
65,22,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
65,22,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
65,22,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
65,22,Nő,16,baq,Néha időre kell odaérnem valahova.,3,1,Dropped
65,22,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
65,22,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
65,22,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
65,22,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
65,22,Nő,21,baq,Néha fontos megjelennem valahol.,3,1,Dropped
65,22,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
65,22,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
65,22,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
65,22,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
65,22,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
65,22,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
66,19,Férfi,1,baq,Néha reggel időre kell beérnem.,4,1,PlanningError
66,19,Férfi,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
66,19,Férfi,3,baq,Néha határidőre kell valamit elkészítenem.,4,1,PlanningError
66,19,Férfi,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
66,19,Férfi,5,baq,Néha sétálok.,2,1,Inattention
66,19,Férfi,6,baq,Néha értéktárgyak vannak nálam.,2,1,Dropped
66,19,Férfi,7,baq,Néha vezetek.,1,1,Dropped
66,19,Férfi,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
66,19,Férfi,9,baq,Néha napközben értéktárgyak vannak nálam.,2,1,Dropped
66,19,Férfi,10,baq,Néha sok feladatom van.,5,1,PlanningError
66,19,Férfi,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
66,19,Férfi,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
66,19,Férfi,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,1,Dropped
66,19,Férfi,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
66,19,Férfi,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
66,19,Férfi,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
66,19,Férfi,17,baq,Néha valamit meg kell tanulnom.,4,1,PlanningError
66,19,Férfi,18,baq,Néha ruhát vásárolok.,1,1,Dropped
66,19,Férfi,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
66,19,Férfi,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
66,19,Férfi,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
66,19,Férfi,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
66,19,Férfi,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
66,19,Férfi,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
66,19,Férfi,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
66,19,Férfi,26,baq,Néha figyelni kell pénzköltéseimre.,2,1,Dropped
66,19,Férfi,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
67,24,Nő,1,baq,Néha reggel időre kell beérnem.,3,1,PlanningError
67,24,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
67,24,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,3,1,PlanningError
67,24,Nő,4,baq,Néha hivatalos ügyet intézek.,4,1,Inattention
67,24,Nő,5,baq,Néha sétálok.,2,1,Inattention
67,24,Nő,6,baq,Néha értéktárgyak vannak nálam.,2,1,Dropped
67,24,Nő,7,baq,Néha vezetek.,2,1,Dropped
67,24,Nő,8,baq,Néha időre oda kell érnem valahova.,3,1,Dropped
67,24,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,2,1,Dropped
67,24,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
67,24,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,3,1,Dropped
67,24,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
67,24,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,2,1,Dropped
67,24,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
67,24,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
67,24,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
67,24,Nő,17,baq,Néha valamit meg kell tanulnom.,1,1,PlanningError
67,24,Nő,18,baq,Néha ruhát vásárolok.,2,1,Dropped
67,24,Nő,19,baq,Néha vitatkozom emberekkel.,3,1,Dropped
67,24,Nő,20,baq,Néha találkozom új emberekkel.,3,1,Dropped
67,24,Nő,21,baq,Néha fontos megjelennem valahol.,2,1,Dropped
67,24,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
67,24,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,3,1,Dropped
67,24,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,3,1,Dropped
67,24,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
67,24,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
67,24,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
68,20,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
68,20,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
68,20,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
68,20,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
68,20,Nő,5,baq,Néha sétálok.,1,1,Inattention
68,20,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
68,20,Nő,7,baq,Néha vezetek.,NA,0,Dropped
68,20,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
68,20,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
68,20,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
68,20,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,1,Dropped
68,20,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
68,20,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
68,20,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
68,20,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
68,20,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
68,20,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
68,20,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
68,20,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
68,20,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
68,20,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
68,20,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
68,20,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
68,20,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
68,20,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
68,20,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
68,20,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
69,19,Nő,1,baq,Néha reggel időre kell beérnem.,4,1,PlanningError
69,19,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
69,19,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
69,19,Nő,4,baq,Néha hivatalos ügyet intézek.,2,1,Inattention
69,19,Nő,5,baq,Néha sétálok.,2,1,Inattention
69,19,Nő,6,baq,Néha értéktárgyak vannak nálam.,3,1,Dropped
69,19,Nő,7,baq,Néha vezetek.,NA,0,Dropped
69,19,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
69,19,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,2,1,Dropped
69,19,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
69,19,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
69,19,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
69,19,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,4,1,Dropped
69,19,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
69,19,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
69,19,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
69,19,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
69,19,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
69,19,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
69,19,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
69,19,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
69,19,Nő,22,baq,Néha főzök vagy sütök valamit.,2,1,Dropped
69,19,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
69,19,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
69,19,Nő,25,baq,Néha tömegközlekedéssel utazom.,3,1,Inattention
69,19,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
69,19,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,3,1,Inattention
70,24,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
70,24,Nő,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
70,24,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
70,24,Nő,4,baq,Néha hivatalos ügyet intézek.,3,1,Inattention
70,24,Nő,5,baq,Néha sétálok.,1,1,Inattention
70,24,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
70,24,Nő,7,baq,Néha vezetek.,NA,0,Dropped
70,24,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
70,24,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
70,24,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
70,24,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
70,24,Nő,12,baq,Néha kulcsot kell magammal vinnem.,5,1,Dropped
70,24,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
70,24,Nő,14,baq,Néha magammal kell vinnem a bérletem.,2,1,Dropped
70,24,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
70,24,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
70,24,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
70,24,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
70,24,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
70,24,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
70,24,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
70,24,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
70,24,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
70,24,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
70,24,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
70,24,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
70,24,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
71,21,Nő,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
71,21,Nő,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
71,21,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,4,1,PlanningError
71,21,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
71,21,Nő,5,baq,Néha sétálok.,2,1,Inattention
71,21,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
71,21,Nő,7,baq,Néha vezetek.,NA,0,Dropped
71,21,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
71,21,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
71,21,Nő,10,baq,Néha sok feladatom van.,4,1,PlanningError
71,21,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
71,21,Nő,12,baq,Néha kulcsot kell magammal vinnem.,NA,0,Dropped
71,21,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
71,21,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
71,21,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
71,21,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
71,21,Nő,17,baq,Néha valamit meg kell tanulnom.,3,1,PlanningError
71,21,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
71,21,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
71,21,Nő,20,baq,Néha találkozom új emberekkel.,1,1,Dropped
71,21,Nő,21,baq,Néha fontos megjelennem valahol.,4,1,Dropped
71,21,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
71,21,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
71,21,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,NA,0,Dropped
71,21,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
71,21,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,2,1,Dropped
71,21,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
72,19,Nő,1,baq,Néha reggel időre kell beérnem.,2,1,PlanningError
72,19,Nő,2,baq,Néha pénzügyeket intézek.,1,1,Inattention
72,19,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
72,19,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
72,19,Nő,5,baq,Néha sétálok.,1,1,Inattention
72,19,Nő,6,baq,Néha értéktárgyak vannak nálam.,2,1,Dropped
72,19,Nő,7,baq,Néha vezetek.,NA,0,Dropped
72,19,Nő,8,baq,Néha időre oda kell érnem valahova.,2,1,Dropped
72,19,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,2,1,Dropped
72,19,Nő,10,baq,Néha sok feladatom van.,3,1,PlanningError
72,19,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
72,19,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
72,19,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
72,19,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
72,19,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
72,19,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
72,19,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
72,19,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
72,19,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
72,19,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
72,19,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
72,19,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
72,19,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,1,1,Dropped
72,19,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
72,19,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
72,19,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
72,19,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,1,1,Inattention
73,22,Nő,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
73,22,Nő,2,baq,Néha pénzügyeket intézek.,NA,0,Inattention
73,22,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,1,1,PlanningError
73,22,Nő,4,baq,Néha hivatalos ügyet intézek.,NA,0,Inattention
73,22,Nő,5,baq,Néha sétálok.,1,1,Inattention
73,22,Nő,6,baq,Néha értéktárgyak vannak nálam.,NA,0,Dropped
73,22,Nő,7,baq,Néha vezetek.,1,1,Dropped
73,22,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
73,22,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,NA,0,Dropped
73,22,Nő,10,baq,Néha sok feladatom van.,4,1,PlanningError
73,22,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,NA,0,Dropped
73,22,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
73,22,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
73,22,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
73,22,Nő,15,baq,Általában időre kell befizetnem számlákat.,NA,0,Dropped
73,22,Nő,16,baq,Néha időre kell odaérnem valahova.,2,1,Dropped
73,22,Nő,17,baq,Néha valamit meg kell tanulnom.,2,1,PlanningError
73,22,Nő,18,baq,Néha ruhát vásárolok.,2,1,Dropped
73,22,Nő,19,baq,Néha vitatkozom emberekkel.,2,1,Dropped
73,22,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
73,22,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
73,22,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
73,22,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
73,22,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
73,22,Nő,25,baq,Néha tömegközlekedéssel utazom.,1,1,Inattention
73,22,Nő,26,baq,Néha figyelni kell pénzköltéseimre.,1,1,Dropped
73,22,Nő,27,baq,Néha fontos információkat kell átadni másoknak.,2,1,Inattention
74,27,Nő,1,baq,Néha reggel időre kell beérnem.,1,1,PlanningError
74,27,Nő,2,baq,Néha pénzügyeket intézek.,2,1,Inattention
74,27,Nő,3,baq,Néha határidőre kell valamit elkészítenem.,2,1,PlanningError
74,27,Nő,4,baq,Néha hivatalos ügyet intézek.,2,1,Inattention
74,27,Nő,5,baq,Néha sétálok.,1,1,Inattention
74,27,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
74,27,Nő,7,baq,Néha vezetek.,NA,0,Dropped
74,27,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
74,27,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
74,27,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
74,27,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,1,1,Dropped
74,27,Nő,12,baq,Néha kulcsot kell magammal vinnem.,2,1,Dropped
74,27,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
74,27,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
