id,age,sex,story_id,test_type,story,mist,sit,Factors
13,19,Nő,4,baq,Néha hivatalos ügyet intézek.,1,1,Inattention
13,19,Nő,5,baq,Néha sétálok.,1,1,Inattention
13,19,Nő,6,baq,Néha értéktárgyak vannak nálam.,1,1,Dropped
13,19,Nő,7,baq,Néha vezetek.,NA,0,Dropped
13,19,Nő,8,baq,Néha időre oda kell érnem valahova.,1,1,Dropped
13,19,Nő,9,baq,Néha napközben értéktárgyak vannak nálam.,1,1,Dropped
13,19,Nő,10,baq,Néha sok feladatom van.,2,1,PlanningError
13,19,Nő,11,baq,Néha előre kell terveznem a kiadásaimmal.,2,1,Dropped
13,19,Nő,12,baq,Néha kulcsot kell magammal vinnem.,1,1,Dropped
13,19,Nő,13,baq,Néha egy fontos találkozóra kell odaérnem.,1,1,Dropped
13,19,Nő,14,baq,Néha magammal kell vinnem a bérletem.,1,1,Dropped
13,19,Nő,15,baq,Általában időre kell befizetnem számlákat.,1,1,Dropped
13,19,Nő,16,baq,Néha időre kell odaérnem valahova.,1,1,Dropped
13,19,Nő,17,baq,Néha valamit meg kell tanulnom.,1,1,PlanningError
13,19,Nő,18,baq,Néha ruhát vásárolok.,1,1,Dropped
13,19,Nő,19,baq,Néha vitatkozom emberekkel.,1,1,Dropped
13,19,Nő,20,baq,Néha találkozom új emberekkel.,2,1,Dropped
13,19,Nő,21,baq,Néha fontos megjelennem valahol.,1,1,Dropped
13,19,Nő,22,baq,Néha főzök vagy sütök valamit.,1,1,Dropped
13,19,Nő,23,baq,Általában jó viszonyt szeretnék fenntartani az emberekkel.,2,1,Dropped
13,19,Nő,24,baq,Néha jelentkezési lapot kell beadnom.,1,1,Dropped
13,19,Nő,25,baq,Néha tömegközlekedéssel utazom.,2,1,Inattention
